"FindingId","Title","SeverityLabel","CreatedAt","ResolvedAt","MTTR_Hours","MTTR_Days"
"arn:aws:config:eu-west-2:127486921697:config-rule/aws-service-rule/config-conforms.amazonaws.com/config-rule-shkffo/finding/8d51dc3246e3ce581ae8f3f052280cab50686e05","s3-bucket-versioning-enabled-conformance-pack-xzxc8av3e","MEDIUM","10/09/2025 18:17:03","10/09/2025 18:17:03","0","0"
"arn:aws:config:eu-west-2:127486921697:config-rule/aws-service-rule/config-conforms.amazonaws.com/config-rule-z3qw3o/finding/b29d3335a5bf44c4f8faf54ec731eab155b4ec3b","s3-bucket-server-side-encryption-enabled-conformance-pack-xzxc8av3e","MEDIUM","10/09/2025 18:17:03","10/09/2025 18:17:03","0","0"
"arn:aws:config:eu-west-2:127486921697:config-rule/aws-service-rule/config-conforms.amazonaws.com/config-rule-z3qw3o/finding/d6d654c8af19c6ab32116a128587e71559a97d23","s3-bucket-server-side-encryption-enabled-conformance-pack-xzxc8av3e","MEDIUM","10/09/2025 18:17:03","10/09/2025 18:17:03","0","0"
"arn:aws:config:eu-west-2:127486921697:config-rule/aws-service-rule/config-conforms.amazonaws.com/config-rule-h4igma/finding/f7bbd35f5dafbaa96f3430c1efe2fed4e85aab2a","s3-bucket-ssl-requests-only-conformance-pack-xzxc8av3e","MEDIUM","10/09/2025 18:17:03","10/09/2025 18:17:03","0","0"
"arn:aws:config:eu-west-2:127486921697:config-rule/aws-service-rule/config-conforms.amazonaws.com/config-rule-krxvzv/finding/93733dc503dcd0dc6dd020f9ad96bdb632fa00cf","s3-default-encryption-kms-conformance-pack-xzxc8av3e","MEDIUM","10/09/2025 18:17:03","10/09/2025 18:17:03","0","0"
"arn:aws:config:eu-west-2:127486921697:config-rule/aws-service-rule/config-conforms.amazonaws.com/config-rule-fuijno/finding/b9530c33befb9fc06778329cd798548682266f2d","s3-bucket-policy-grantee-check-conformance-pack-xzxc8av3e","MEDIUM","10/09/2025 18:17:04","10/09/2025 18:17:04","0","0"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/EC2.13/finding/8c6c943d-226e-48d2-92e6-39da73a65e09","Security groups should not allow ingress from 0.0.0.0/0 or ::/0 to port 22","INFORMATIONAL","10/09/2025 18:41:38","11/09/2025 03:09:43","8.47","0.35"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/EC2.6/finding/a6c62fa2-d78d-4439-b4aa-613b68150c97","VPC flow logging should be enabled in all VPCs","INFORMATIONAL","10/09/2025 18:41:38","11/09/2025 03:10:01","8.47","0.35"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/EC2.2/finding/d8e9f426-50e5-48bb-ac96-cd423c238ab5","VPC default security groups should not allow inbound or outbound traffic","INFORMATIONAL","10/09/2025 18:41:39","11/09/2025 03:10:08","8.47","0.35"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/IAM.17/finding/2d286b2f-8e52-4f4b-b0f5-64c47a61b696","Ensure IAM password policy expires passwords within 90 days or less","INFORMATIONAL","10/09/2025 18:41:38","11/09/2025 03:10:20","8.48","0.35"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/IAM.6/finding/e7606af2-4706-4ec9-bc05-615fcc8da256","Hardware MFA should be enabled for the root user","INFORMATIONAL","10/09/2025 18:41:38","11/09/2025 03:10:25","8.48","0.35"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/EC2.14/finding/466bc2a1-25f7-4a27-a00c-5deb75f4dc5d","Security groups should not allow ingress from 0.0.0.0/0 or ::/0 to port 3389","INFORMATIONAL","10/09/2025 18:41:39","11/09/2025 03:10:54","8.49","0.35"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/IAM.18/finding/ea649b08-8ccf-4e58-a0d6-dce4625edede","Ensure a support role has been created to manage incidents with AWS Support","INFORMATIONAL","10/09/2025 18:41:38","11/09/2025 03:11:15","8.49","0.35"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/IAM.11/finding/8fadde26-2cd2-498e-9aa7-d9e58479a191","Ensure IAM password policy requires at least one uppercase letter","INFORMATIONAL","10/09/2025 18:41:38","11/09/2025 03:11:22","8.5","0.35"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/IAM.16/finding/aa81057d-d67c-44a2-bda3-12207b311baa","Ensure IAM password policy prevents password reuse","INFORMATIONAL","10/09/2025 18:41:38","11/09/2025 03:11:29","8.5","0.35"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/IAM.9/finding/39057dfa-7dad-4ade-8ce1-d7a4cbe30e97","MFA should be enabled for the root user","INFORMATIONAL","10/09/2025 18:41:38","11/09/2025 03:11:40","8.5","0.35"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/CloudTrail.1/finding/1a5c65ed-7c98-4777-81d5-416938e04d62","CloudTrail should be enabled and configured with at least one multi-Region trail that includes read and write management events","INFORMATIONAL","10/09/2025 18:41:38","11/09/2025 03:12:31","8.51","0.35"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/IAM.14/finding/0655f979-09c9-43e2-8808-531086fdfe1e","Ensure IAM password policy requires at least one number","INFORMATIONAL","10/09/2025 18:41:38","11/09/2025 03:12:42","8.52","0.35"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/IAM.12/finding/7213f130-0d2f-40c1-8d0d-1f76e83a9c2c","Ensure IAM password policy requires at least one lowercase letter","INFORMATIONAL","10/09/2025 18:41:38","11/09/2025 03:14:04","8.54","0.36"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/IAM.13/finding/56e0f1ee-bf5b-4a21-b50c-2febc3e98a9a","Ensure IAM password policy requires at least one symbol","INFORMATIONAL","10/09/2025 18:41:38","11/09/2025 03:16:12","8.58","0.36"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/CloudTrail.5/finding/c5b6d7a0-29eb-40b8-b12a-f4cc93c6ba82","CloudTrail trails should be integrated with Amazon CloudWatch Logs","INFORMATIONAL","10/09/2025 18:41:38","11/09/2025 03:16:24","8.58","0.36"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/CloudTrail.4/finding/5b214add-3088-4e68-9df8-36c63e5706a6","CloudTrail log file validation should be enabled","INFORMATIONAL","10/09/2025 18:41:38","11/09/2025 03:16:26","8.58","0.36"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/IAM.4/finding/5301ef93-7ea4-45d4-8613-45b702562ad5","IAM root user access key should not exist","INFORMATIONAL","10/09/2025 18:41:38","11/09/2025 03:16:35","8.58","0.36"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/CloudTrail.2/finding/ae637228-8478-4d73-99a0-5de462c9100c","CloudTrail should have encryption at-rest enabled","INFORMATIONAL","10/09/2025 18:41:38","11/09/2025 03:16:42","8.58","0.36"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/IAM.15/finding/f85aa16c-eccd-4c91-bd10-113708b5ee03","Ensure IAM password policy requires minimum password length of 14 or greater","INFORMATIONAL","10/09/2025 18:41:38","11/09/2025 03:16:43","8.58","0.36"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/KMS.4/finding/c1f43837-5d99-4ead-8643-21e587b2b347","AWS KMS key rotation should be enabled","INFORMATIONAL","10/09/2025 18:41:38","11/09/2025 06:51:06","12.16","0.51"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/EC2.18/finding/542f7f24-ab23-40b4-8d12-989002168b69","Security groups should only allow unrestricted incoming traffic for authorized ports","INFORMATIONAL","11/09/2025 03:16:01","14/09/2025 14:18:27","83.04","3.46"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/S3.8/finding/a72223a0-95ed-4406-ad85-63c718691e54","S3 general purpose buckets should block public access","INFORMATIONAL","11/09/2025 03:09:10","14/09/2025 18:45:51","87.61","3.65"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/RDS.1/finding/10277a0b-2000-4459-bed7-662742004ac5","RDS snapshot should be private","INFORMATIONAL","11/09/2025 03:16:46","14/09/2025 18:45:52","87.48","3.65"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/EC2.15/finding/752ba5b3-85e3-4e70-8903-348cd33f9272","EC2 subnets should not automatically assign public IP addresses","INFORMATIONAL","11/09/2025 03:11:42","14/09/2025 18:45:52","87.57","3.65"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/S3.12/finding/a672de5e-a0bd-4ca5-af38-206a7ca0127f","ACLs should not be used to manage user access to S3 general purpose buckets","INFORMATIONAL","11/09/2025 03:16:09","14/09/2025 18:45:54","87.5","3.65"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/S3.12/finding/81fa465c-8d35-4746-94fe-0de2460ae668","ACLs should not be used to manage user access to S3 general purpose buckets","INFORMATIONAL","11/09/2025 03:16:09","14/09/2025 18:45:54","87.5","3.65"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/S3.5/finding/c9a90de0-0c5c-47e2-aaef-397844814348","S3 general purpose buckets should require requests to use SSL","INFORMATIONAL","11/09/2025 03:11:42","14/09/2025 18:45:55","87.57","3.65"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/S3.6/finding/bfbc17cd-2d58-42eb-a412-002540a9fe06","S3 general purpose bucket policies should restrict access to other AWS accounts","INFORMATIONAL","11/09/2025 03:15:58","14/09/2025 18:45:57","87.5","3.65"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/S3.6/finding/cde5087a-64dd-4633-83ec-42bfdc6bfd23","S3 general purpose bucket policies should restrict access to other AWS accounts","INFORMATIONAL","11/09/2025 03:15:58","14/09/2025 18:45:57","87.5","3.65"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/S3.6/finding/782bdc69-d422-484e-8592-76362a762218","S3 general purpose bucket policies should restrict access to other AWS accounts","INFORMATIONAL","11/09/2025 03:15:58","14/09/2025 18:45:57","87.5","3.65"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/S3.6/finding/80130752-8929-4a09-92d3-a159a2e3c334","S3 general purpose bucket policies should restrict access to other AWS accounts","INFORMATIONAL","11/09/2025 03:15:58","14/09/2025 18:45:57","87.5","3.65"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/SNS.4/finding/0387deab-696e-4408-9434-8896ce9d8357","SNS topic access policies should not allow public access","INFORMATIONAL","11/09/2025 03:14:33","14/09/2025 18:45:57","87.52","3.65"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/EC2.16/finding/3a853bee-637b-4452-8e10-f6165d30c50c","Unused Network Access Control Lists should be removed","INFORMATIONAL","11/09/2025 03:10:04","14/09/2025 18:46:00","87.6","3.65"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/EC2.25/finding/6911c92b-8676-4b97-a3f4-34eecc08272b","EC2 launch templates should not assign public IPs to network interfaces","INFORMATIONAL","11/09/2025 03:10:21","14/09/2025 18:46:01","87.59","3.65"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/ECR.3/finding/ab2a36bf-7eae-4979-88a4-596c309769e6","ECR repositories should have at least one lifecycle policy configured","INFORMATIONAL","11/09/2025 03:16:10","14/09/2025 18:46:01","87.5","3.65"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/RDS.4/finding/63fd6981-3a08-4a8f-b73a-2aaeb35d5585","RDS cluster snapshots and database snapshots should be encrypted at rest","INFORMATIONAL","11/09/2025 03:11:10","14/09/2025 18:46:05","87.58","3.65"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/S3.6/finding/f4050130-35bd-4c88-a242-1eb56f1926d0","S3 general purpose bucket policies should restrict access to other AWS accounts","INFORMATIONAL","11/09/2025 03:15:58","15/09/2025 00:45:57","93.5","3.9"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/SNS.4/finding/5b8d57ef-2aca-4cc3-9ed8-0caa8536a82b","SNS topic access policies should not allow public access","INFORMATIONAL","11/09/2025 03:14:33","15/09/2025 00:46:00","93.52","3.9"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/ECR.2/finding/89358557-af95-4198-82ba-e2ac1fd2c01e","ECR private repositories should have tag immutability configured","INFORMATIONAL","11/09/2025 03:16:11","15/09/2025 00:46:03","93.5","3.9"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/EC2.15/finding/88028c80-e46d-46a6-8fe9-4c3504f929fe","EC2 subnets should not automatically assign public IP addresses","INFORMATIONAL","11/09/2025 03:11:42","15/09/2025 00:46:06","93.57","3.9"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/EC2.1/finding/d047854b-2420-442c-ae71-e8a1d3b4305e","EBS snapshots should not be publicly restorable","INFORMATIONAL","11/09/2025 03:14:14","15/09/2025 04:02:33","96.81","4.03"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/GuardDuty.5/finding/4c075f51-daa3-4459-934a-7e8a521b7ae4","GuardDuty EKS Audit Log Monitoring should be enabled","INFORMATIONAL","11/09/2025 03:12:45","15/09/2025 04:02:36","96.83","4.03"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/SSM.4/finding/77af0868-7490-4a1d-a148-2b988eb0c555","SSM documents should not be public","INFORMATIONAL","11/09/2025 03:16:13","15/09/2025 04:02:36","96.77","4.03"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/CloudTrail.1/finding/a918fe01-756b-4b62-9244-15a485a3e903","CloudTrail should be enabled and configured with at least one multi-Region trail that includes read and write management events","INFORMATIONAL","11/09/2025 03:12:31","15/09/2025 04:02:38","96.84","4.03"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/CloudTrail.5/finding/10804b78-c2c8-4705-8e00-53c20a4aff2f","CloudTrail trails should be integrated with Amazon CloudWatch Logs","INFORMATIONAL","11/09/2025 03:16:14","15/09/2025 04:02:39","96.77","4.03"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/DynamoDB.1/finding/21895477-2675-4b8f-9a72-76203a9ccd87","DynamoDB tables should automatically scale capacity with demand","INFORMATIONAL","11/09/2025 03:09:11","15/09/2025 04:02:40","96.89","4.04"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/IAM.9/finding/c6c0a8f9-5c80-4c9d-8d55-e6c3e7ae0508","MFA should be enabled for the root user","INFORMATIONAL","11/09/2025 03:11:40","15/09/2025 04:02:40","96.85","4.04"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/GuardDuty.1/finding/7ba68b5c-2e71-4e0d-a970-547169c8411e","GuardDuty should be enabled","INFORMATIONAL","11/09/2025 03:14:02","15/09/2025 04:02:40","96.81","4.03"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/EC2.19/finding/494a29a0-06f6-4985-adf4-8f571f9db81e","Security groups should not allow unrestricted access to ports with high risk","INFORMATIONAL","11/09/2025 03:09:10","15/09/2025 04:02:41","96.89","4.04"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/EC2.19/finding/5949dbfa-643a-49d1-b422-c67992cc9d83","Security groups should not allow unrestricted access to ports with high risk","INFORMATIONAL","11/09/2025 03:09:10","15/09/2025 04:02:41","96.89","4.04"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/EC2.19/finding/3805cd4b-ca49-41b3-b5da-5675abcc979a","Security groups should not allow unrestricted access to ports with high risk","INFORMATIONAL","11/09/2025 03:09:10","15/09/2025 04:02:41","96.89","4.04"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/S3.3/finding/65b39ffe-8c1b-4f1b-b6ad-9a054a4b55de","S3 general purpose buckets should block public write access","INFORMATIONAL","11/09/2025 03:10:19","15/09/2025 04:02:42","96.87","4.04"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/S3.3/finding/e822da71-12cb-4815-8600-cf75ae934f72","S3 general purpose buckets should block public write access","INFORMATIONAL","11/09/2025 03:10:19","15/09/2025 04:02:42","96.87","4.04"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/S3.3/finding/0c1668b0-1467-444b-adf0-c7b3c6c7cde0","S3 general purpose buckets should block public write access","INFORMATIONAL","11/09/2025 03:10:19","15/09/2025 04:02:42","96.87","4.04"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/S3.3/finding/c6e31255-286a-46f8-a794-1e0065dffdc3","S3 general purpose buckets should block public write access","INFORMATIONAL","11/09/2025 03:10:19","15/09/2025 04:02:42","96.87","4.04"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/S3.3/finding/717508ce-d86e-4bd8-b761-b42390a21813","S3 general purpose buckets should block public write access","INFORMATIONAL","11/09/2025 03:10:19","15/09/2025 04:02:42","96.87","4.04"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/S3.3/finding/9b07a581-fe4c-4296-a5ce-cda4454903f4","S3 general purpose buckets should block public write access","INFORMATIONAL","11/09/2025 03:10:19","15/09/2025 04:02:42","96.87","4.04"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/EC2.13/finding/68deb63a-81ae-47ed-b33c-b565229ac3d1","Security groups should not allow ingress from 0.0.0.0/0 or ::/0 to port 22","INFORMATIONAL","11/09/2025 03:09:25","15/09/2025 04:02:43","96.89","4.04"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/EC2.13/finding/82be673c-5689-4821-be32-75d1c8f290b5","Security groups should not allow ingress from 0.0.0.0/0 or ::/0 to port 22","INFORMATIONAL","11/09/2025 03:09:25","15/09/2025 04:02:43","96.89","4.04"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/EC2.13/finding/98b60ec1-7475-41f7-95e4-01a71d155aec","Security groups should not allow ingress from 0.0.0.0/0 or ::/0 to port 22","INFORMATIONAL","11/09/2025 03:09:25","15/09/2025 04:02:43","96.89","4.04"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/GuardDuty.6/finding/16f74373-6fb5-4916-897a-46a2b48a57d2","GuardDuty Lambda Protection should be enabled","INFORMATIONAL","11/09/2025 03:11:47","15/09/2025 04:02:43","96.85","4.04"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/S3.2/finding/c3606ca9-e945-473c-a2c1-ea3e33e5fdc0","S3 general purpose buckets should block public read access","INFORMATIONAL","11/09/2025 03:13:10","15/09/2025 04:02:45","96.83","4.03"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/S3.2/finding/8d63a4bd-a246-4a7f-89c2-27fc2661214a","S3 general purpose buckets should block public read access","INFORMATIONAL","11/09/2025 03:13:10","15/09/2025 04:02:45","96.83","4.03"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/S3.2/finding/c6493ef0-928a-4d72-aac3-b2c6801525fa","S3 general purpose buckets should block public read access","INFORMATIONAL","11/09/2025 03:13:10","15/09/2025 04:02:45","96.83","4.03"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/S3.2/finding/6950b76a-8ea0-4da7-ae28-bb0485b266c4","S3 general purpose buckets should block public read access","INFORMATIONAL","11/09/2025 03:13:10","15/09/2025 04:02:45","96.83","4.03"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/S3.2/finding/6dca0b4c-d893-4d85-8c78-75d2094e5f92","S3 general purpose buckets should block public read access","INFORMATIONAL","11/09/2025 03:13:10","15/09/2025 04:02:45","96.83","4.03"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/S3.2/finding/e4ed99d0-5192-47e8-b765-e392915932b0","S3 general purpose buckets should block public read access","INFORMATIONAL","11/09/2025 03:13:10","15/09/2025 04:02:45","96.83","4.03"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/IAM.4/finding/418109ff-debd-4077-8c08-ac5041e996e2","IAM root user access key should not exist","INFORMATIONAL","11/09/2025 03:16:35","15/09/2025 04:02:46","96.77","4.03"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/GuardDuty.9/finding/ef21ef36-5395-43f1-9d5d-f57d8f1ff482","GuardDuty RDS Protection should be enabled","INFORMATIONAL","11/09/2025 03:11:44","15/09/2025 04:02:46","96.85","4.04"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/EMR.2/finding/91d96227-62bd-45cf-ae9e-c13bd145c4f4","Amazon EMR block public access setting should be enabled","INFORMATIONAL","11/09/2025 03:09:42","15/09/2025 04:02:46","96.88","4.04"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/GuardDuty.8/finding/62bb0939-fe57-4b68-8b03-2082d9bd684e","GuardDuty Malware Protection for EC2 should be enabled","INFORMATIONAL","11/09/2025 03:16:14","15/09/2025 04:03:38","96.79","4.03"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/GuardDuty.10/finding/b011360c-8414-4ee8-be56-602c0a82e712","GuardDuty S3 Protection should be enabled","INFORMATIONAL","11/09/2025 03:10:19","15/09/2025 04:03:45","96.89","4.04"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/EC2.14/finding/5067b9f2-d9de-4aeb-83e1-69ed6ee2124a","Security groups should not allow ingress from 0.0.0.0/0 or ::/0 to port 3389","INFORMATIONAL","11/09/2025 03:10:20","15/09/2025 04:03:45","96.89","4.04"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/EC2.14/finding/8ba3b8a3-f491-40d8-8bc5-72954d390dda","Security groups should not allow ingress from 0.0.0.0/0 or ::/0 to port 3389","INFORMATIONAL","11/09/2025 03:10:20","15/09/2025 04:03:45","96.89","4.04"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/EC2.14/finding/7f1630eb-ea1e-44ca-9541-e2e0dbb7c1b5","Security groups should not allow ingress from 0.0.0.0/0 or ::/0 to port 3389","INFORMATIONAL","11/09/2025 03:10:20","15/09/2025 04:03:45","96.89","4.04"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/StepFunctions.1/finding/7709338c-42d8-4711-a229-6b18692e3fc2","Step Functions state machines should have logging turned on","INFORMATIONAL","11/09/2025 06:51:04","15/09/2025 06:26:27","95.59","3.98"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/Transfer.2/finding/1e7e3d07-a101-4bba-938a-3b734e4ec329","Transfer Family servers should not use FTP protocol for endpoint connection","INFORMATIONAL","11/09/2025 06:51:04","15/09/2025 06:26:27","95.59","3.98"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/Transfer.3/finding/d70c8432-a001-450d-8f0c-019cdc659d1d","Transfer Family connectors should have logging enabled","INFORMATIONAL","11/09/2025 06:51:04","15/09/2025 06:26:27","95.59","3.98"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/WAF.10/finding/1f9e2752-5b5e-4a7c-8a1c-daf91cefbeba","AWS WAF web ACLs should have at least one rule or rule group","INFORMATIONAL","11/09/2025 06:51:04","15/09/2025 06:26:27","95.59","3.98"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/WAF.12/finding/97ef0ee5-8040-4b3d-b67f-8cf27c666ad1","AWS WAF rules should have CloudWatch metrics enabled","INFORMATIONAL","11/09/2025 06:51:04","15/09/2025 06:26:27","95.59","3.98"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/WAF.2/finding/41f88eb7-27d5-4987-8998-643648c7e6cf","AWS WAF Classic Regional rules should have at least one condition","INFORMATIONAL","11/09/2025 06:51:04","15/09/2025 06:26:27","95.59","3.98"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/WAF.3/finding/8f08dffb-2c30-463f-bcc8-811282527113","AWS WAF Classic Regional rule groups should have at least one rule","INFORMATIONAL","11/09/2025 06:51:05","15/09/2025 06:26:27","95.59","3.98"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/WAF.4/finding/e4e5e779-bab2-4a58-b741-2df1137de6bf","AWS WAF Classic Regional web ACLs should have at least one rule or rule group","INFORMATIONAL","11/09/2025 06:51:05","15/09/2025 06:26:27","95.59","3.98"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/WorkSpaces.1/finding/f54cc3e7-56d7-4e65-8fc4-d97ca68dc906","WorkSpaces user volumes should be encrypted at rest","INFORMATIONAL","11/09/2025 06:51:05","15/09/2025 06:26:27","95.59","3.98"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/WorkSpaces.2/finding/6045fb34-d04e-4a9b-85b7-e7fe2164acc6","WorkSpaces root volumes should be encrypted at rest","INFORMATIONAL","11/09/2025 06:51:05","15/09/2025 06:26:27","95.59","3.98"
"arn:aws:securityhub:eu-west-2:127486921697:security-control/NetworkFirewall.2/finding/f3f2b0af-24ea-404f-8d21-e84454653959","Network Firewall logging should be enabled","INFORMATIONAL","11/09/2025 06:50:08","15/09/2025 06:26:28","95.61","3.98"
